exp,pool,tp,freq_mhz,l4_freq_mhz,il,ol,rate_configured_rps,req_throughput_rps,throughput_tps,p99_ttft_ms,p99_tpot_ms,saturated,slo_tight_ok,slo_moderate_ok,slo_loose_ok
D,l4,1,990,,2,512,10.0,1.17,598.7,706.46,89.96,true,false,false,true
D,l4,1,990,,2,512,20.0,1.17,600.75,309.68,89.93,true,false,true,true
D,l4,1,990,,2,512,30.0,1.17,601.47,308.34,89.93,true,false,true,true
D,l4,1,990,,2,512,5.0,1.16,594.02,299.92,90.09,true,false,true,true
D,l4,1,990,,2,512,50.0,1.17,602.21,307.75,89.9,true,false,true,true
D,l4,1,990,,2,64,10.0,8.18,531.74,242.02,74.33,true,false,true,true
D,l4,1,990,,2,64,20.0,10.24,665.49,237.49,75.99,true,false,true,true
D,l4,1,990,,2,64,30.0,10.34,672.31,238.88,75.93,true,false,true,true
D,l4,1,990,,2,64,5.0,4.53,294.43,221.23,69.23,false,false,true,true
D,l4,1,990,,2,64,50.0,10.45,679.13,241.4,75.82,true,false,true,true
C,l40s,1,1245,,1024,1,10.0,9.97,10212.23,78.56,0.0,false,true,true,true
C,l40s,1,1245,,1024,1,20.0,19.86,20338.45,89.64,0.0,false,true,true,true
C,l40s,1,1245,,1024,1,30.0,29.61,30323.55,93.95,0.0,false,true,true,true
C,l40s,1,1245,,1024,1,5.0,4.99,5108.0,197.57,0.0,false,true,true,true
C,l40s,1,1245,,1024,1,50.0,48.82,49991.27,103.77,0.0,false,true,true,true
C,l40s,1,1245,,128,1,10.0,9.98,1277.05,64.62,0.0,false,true,true,true
C,l40s,1,1245,,128,1,20.0,19.88,2544.72,73.43,0.0,false,true,true,true
C,l40s,1,1245,,128,1,30.0,29.67,3798.21,77.78,0.0,false,true,true,true
C,l40s,1,1245,,128,1,5.0,4.99,639.19,73.24,0.0,false,true,true,true
C,l40s,1,1245,,128,1,50.0,49.03,6275.53,86.93,0.0,false,true,true,true
C,l40s,1,1245,,2048,1,10.0,5.01,10258.47,12779.14,0.0,true,false,false,false
C,l40s,1,1245,,2048,1,20.0,5.02,10286.52,12781.98,0.0,true,false,false,false
C,l40s,1,1245,,2048,1,30.0,5.03,10294.11,12783.44,0.0,true,false,false,false
C,l40s,1,1245,,2048,1,5.0,4.78,9791.56,3054.1,0.0,false,false,false,false
C,l40s,1,1245,,2048,1,50.0,5.03,10303.48,12782.19,0.0,true,false,false,false
C,l40s,1,1245,,256,1,10.0,9.98,2554.21,67.89,0.0,false,true,true,true
C,l40s,1,1245,,256,1,20.0,19.88,5088.55,76.25,0.0,false,true,true,true
C,l40s,1,1245,,256,1,30.0,29.67,7594.24,85.49,0.0,false,true,true,true
C,l40s,1,1245,,256,1,5.0,4.99,1278.34,70.63,0.0,false,true,true,true
C,l40s,1,1245,,256,1,50.0,49.21,12597.33,89.39,0.0,false,true,true,true
C,l40s,1,1245,,512,1,10.0,9.98,5107.44,67.66,0.0,false,true,true,true
C,l40s,1,1245,,512,1,20.0,19.87,10174.59,80.43,0.0,false,true,true,true
C,l40s,1,1245,,512,1,30.0,29.65,15181.13,86.57,0.0,false,true,true,true
C,l40s,1,1245,,512,1,5.0,4.99,2556.17,91.15,0.0,false,true,true,true
C,l40s,1,1245,,512,1,50.0,49.19,25182.86,94.23,0.0,false,true,true,true
C,l40s,1,1500,,1024,1,10.0,9.97,10212.05,76.6,0.0,false,true,true,true
C,l40s,1,1500,,1024,1,20.0,19.87,20347.32,84.6,0.0,false,true,true,true
C,l40s,1,1500,,1024,1,30.0,29.63,30341.28,97.23,0.0,false,true,true,true
C,l40s,1,1500,,1024,1,5.0,4.99,5109.84,164.99,0.0,false,true,true,true
C,l40s,1,1500,,1024,1,50.0,48.93,50107.43,100.4,0.0,false,true,true,true
C,l40s,1,1500,,128,1,10.0,9.98,1277.03,64.85,0.0,false,true,true,true
C,l40s,1,1500,,128,1,20.0,19.88,2544.97,72.65,0.0,false,true,true,true
C,l40s,1,1500,,128,1,30.0,29.68,3799.63,75.11,0.0,false,true,true,true
C,l40s,1,1500,,128,1,5.0,4.99,639.2,68.63,0.0,false,true,true,true
C,l40s,1,1500,,128,1,50.0,49.02,6274.93,86.33,0.0,false,true,true,true
C,l40s,1,1500,,2048,1,10.0,5.92,12124.91,10788.61,0.0,true,false,false,false
C,l40s,1,1500,,2048,1,20.0,5.94,12165.03,10800.25,0.0,true,false,false,false
C,l40s,1,1500,,2048,1,30.0,5.95,12176.66,10801.52,0.0,true,false,false,false
C,l40s,1,1500,,2048,1,5.0,4.9,10044.31,1419.7,0.0,false,false,false,false
C,l40s,1,1500,,2048,1,50.0,5.95,12189.86,10800.36,0.0,true,false,false,false
C,l40s,1,1500,,256,1,10.0,9.98,2554.02,66.59,0.0,false,true,true,true
C,l40s,1,1500,,256,1,20.0,19.88,5089.5,77.12,0.0,false,true,true,true
C,l40s,1,1500,,256,1,30.0,29.68,7597.43,82.02,0.0,false,true,true,true
C,l40s,1,1500,,256,1,5.0,4.99,1278.37,70.65,0.0,false,true,true,true
C,l40s,1,1500,,256,1,50.0,49.0,12543.85,86.67,0.0,false,true,true,true
C,l40s,1,1500,,512,1,10.0,9.98,5107.25,67.05,0.0,false,true,true,true
C,l40s,1,1500,,512,1,20.0,19.87,10175.49,83.75,0.0,false,true,true,true
C,l40s,1,1500,,512,1,30.0,29.75,15232.34,78.92,0.0,false,true,true,true
C,l40s,1,1500,,512,1,5.0,4.99,2556.42,84.75,0.0,false,true,true,true
C,l40s,1,1500,,512,1,50.0,49.26,25221.08,87.96,0.0,false,true,true,true
C,l40s,1,1755,,1024,1,10.0,9.97,10212.25,75.56,0.0,false,true,true,true
C,l40s,1,1755,,1024,1,20.0,19.87,20348.93,83.89,0.0,false,true,true,true
C,l40s,1,1755,,1024,1,30.0,29.63,30342.91,94.4,0.0,false,true,true,true
C,l40s,1,1755,,1024,1,5.0,4.99,5110.35,145.65,0.0,false,true,true,true
C,l40s,1,1755,,1024,1,50.0,48.94,50109.64,96.18,0.0,false,true,true,true
C,l40s,1,1755,,128,1,10.0,9.98,1277.05,63.95,0.0,false,true,true,true
C,l40s,1,1755,,128,1,20.0,19.89,2545.4,72.35,0.0,false,true,true,true
C,l40s,1,1755,,128,1,30.0,29.69,3799.85,80.33,0.0,false,true,true,true
C,l40s,1,1755,,128,1,5.0,4.99,639.17,69.37,0.0,false,true,true,true
C,l40s,1,1755,,128,1,50.0,49.23,6300.99,83.96,0.0,false,true,true,true
C,l40s,1,1755,,2048,1,10.0,6.68,13682.34,9605.96,0.0,true,false,false,false
C,l40s,1,1755,,2048,1,20.0,6.66,13639.66,9692.57,0.0,true,false,false,false
C,l40s,1,1755,,2048,1,30.0,6.66,13638.8,9704.05,0.0,true,false,false,false
C,l40s,1,1755,,2048,1,5.0,4.93,10099.04,1039.45,0.0,false,false,false,false
C,l40s,1,1755,,2048,1,50.0,6.64,13599.34,9739.75,0.0,true,false,false,false
C,l40s,1,1755,,256,1,10.0,9.98,2553.92,66.7,0.0,false,true,true,true
C,l40s,1,1755,,256,1,20.0,19.87,5087.65,80.05,0.0,false,true,true,true
C,l40s,1,1755,,256,1,30.0,29.68,7597.37,79.98,0.0,false,true,true,true
C,l40s,1,1755,,256,1,5.0,4.99,1278.4,68.69,0.0,false,true,true,true
C,l40s,1,1755,,256,1,50.0,49.02,12550.24,88.37,0.0,false,true,true,true
C,l40s,1,1755,,512,1,10.0,9.98,5107.26,66.23,0.0,false,true,true,true
C,l40s,1,1755,,512,1,20.0,19.88,10176.44,83.5,0.0,false,true,true,true
C,l40s,1,1755,,512,1,30.0,29.67,15189.36,82.83,0.0,false,true,true,true
C,l40s,1,1755,,512,1,5.0,4.99,2556.51,78.3,0.0,false,true,true,true
C,l40s,1,1755,,512,1,50.0,48.99,25085.04,90.48,0.0,false,true,true,true
C,l40s,1,2010,,1024,1,10.0,9.97,10212.55,75.15,0.0,false,true,true,true
C,l40s,1,2010,,1024,1,20.0,19.87,20347.43,79.1,0.0,false,true,true,true
C,l40s,1,2010,,1024,1,30.0,29.64,30350.23,88.71,0.0,false,true,true,true
C,l40s,1,2010,,1024,1,5.0,4.99,5110.53,132.57,0.0,false,true,true,true
C,l40s,1,2010,,1024,1,50.0,48.91,50081.28,98.77,0.0,false,true,true,true
C,l40s,1,2010,,128,1,10.0,9.98,1277.02,63.82,0.0,false,true,true,true
C,l40s,1,2010,,128,1,20.0,19.89,2545.62,71.66,0.0,false,true,true,true
C,l40s,1,2010,,128,1,30.0,29.69,3800.37,72.51,0.0,false,true,true,true
C,l40s,1,2010,,128,1,5.0,4.99,639.21,69.08,0.0,false,true,true,true
C,l40s,1,2010,,128,1,50.0,49.04,6277.33,83.47,0.0,false,true,true,true
C,l40s,1,2010,,2048,1,10.0,6.68,13682.41,9607.63,0.0,true,false,false,false
C,l40s,1,2010,,2048,1,20.0,6.66,13634.7,9697.44,0.0,true,false,false,false
C,l40s,1,2010,,2048,1,30.0,6.65,13626.67,9716.29,0.0,true,false,false,false
C,l40s,1,2010,,2048,1,5.0,4.93,10104.26,1010.07,0.0,false,false,false,false
C,l40s,1,2010,,2048,1,50.0,6.64,13588.61,9752.27,0.0,true,false,false,false
C,l40s,1,2010,,256,1,10.0,9.98,2554.01,66.6,0.0,false,true,true,true
C,l40s,1,2010,,256,1,20.0,19.88,5089.84,71.7,0.0,false,true,true,true
C,l40s,1,2010,,256,1,30.0,29.68,7599.23,81.67,0.0,false,true,true,true
C,l40s,1,2010,,256,1,5.0,4.99,1278.37,68.44,0.0,false,true,true,true
C,l40s,1,2010,,256,1,50.0,49.02,12549.92,84.75,0.0,false,true,true,true
C,l40s,1,2010,,512,1,10.0,9.98,5107.66,65.76,0.0,false,true,true,true
C,l40s,1,2010,,512,1,20.0,19.88,10177.29,73.64,0.0,false,true,true,true
C,l40s,1,2010,,512,1,30.0,29.67,15191.33,78.65,0.0,false,true,true,true
C,l40s,1,2010,,512,1,5.0,4.99,2556.5,76.98,0.0,false,true,true,true
C,l40s,1,2010,,512,1,50.0,48.99,25081.19,89.24,0.0,false,true,true,true
C,l40s,1,2265,,1024,1,10.0,9.97,10212.51,74.5,0.0,false,true,true,true
C,l40s,1,2265,,1024,1,20.0,19.88,20352.29,81.18,0.0,false,true,true,true
C,l40s,1,2265,,1024,1,30.0,29.64,30352.85,85.37,0.0,false,true,true,true
C,l40s,1,2265,,1024,1,5.0,4.99,5110.92,125.77,0.0,false,true,true,true
C,l40s,1,2265,,1024,1,50.0,48.95,50127.73,97.6,0.0,false,true,true,true
C,l40s,1,2265,,128,1,10.0,9.98,1277.07,66.79,0.0,false,true,true,true
C,l40s,1,2265,,128,1,20.0,19.89,2545.33,70.49,0.0,false,true,true,true
C,l40s,1,2265,,128,1,30.0,29.69,3800.25,74.81,0.0,false,true,true,true
C,l40s,1,2265,,128,1,5.0,4.99,639.19,67.14,0.0,false,true,true,true
C,l40s,1,2265,,128,1,50.0,49.04,6276.51,81.55,0.0,false,true,true,true
C,l40s,1,2265,,2048,1,10.0,6.68,13677.67,9622.82,0.0,true,false,false,false
C,l40s,1,2265,,2048,1,20.0,6.65,13627.11,9712.61,0.0,true,false,false,false
C,l40s,1,2265,,2048,1,30.0,6.73,13780.79,9612.05,0.0,true,false,false,false
C,l40s,1,2265,,2048,1,5.0,4.93,10105.49,1008.35,0.0,false,false,false,false
C,l40s,1,2265,,2048,1,50.0,6.64,13602.42,9751.44,0.0,true,false,false,false
C,l40s,1,2265,,256,1,10.0,9.98,2553.95,66.34,0.0,false,true,true,true
C,l40s,1,2265,,256,1,20.0,19.89,5091.67,73.91,0.0,false,true,true,true
C,l40s,1,2265,,256,1,30.0,29.68,7599.28,75.13,0.0,false,true,true,true
C,l40s,1,2265,,256,1,5.0,4.99,1278.43,66.51,0.0,false,true,true,true
C,l40s,1,2265,,256,1,50.0,49.25,12607.71,83.73,0.0,false,true,true,true
C,l40s,1,2265,,512,1,10.0,9.97,5107.11,65.14,0.0,false,true,true,true
C,l40s,1,2265,,512,1,20.0,19.88,10178.2,71.61,0.0,false,true,true,true
C,l40s,1,2265,,512,1,30.0,29.68,15194.41,79.04,0.0,false,true,true,true
C,l40s,1,2265,,512,1,5.0,4.99,2556.57,75.59,0.0,false,true,true,true
C,l40s,1,2265,,512,1,50.0,49.0,25088.4,87.11,0.0,false,true,true,true
C,l40s,1,2520,,1024,1,10.0,9.97,10211.94,74.49,0.0,false,true,true,true
C,l40s,1,2520,,1024,1,20.0,19.88,20355.16,79.94,0.0,false,true,true,true
C,l40s,1,2520,,1024,1,30.0,29.65,30362.8,88.76,0.0,false,true,true,true
C,l40s,1,2520,,1024,1,5.0,4.99,5111.13,123.22,0.0,false,true,true,true
C,l40s,1,2520,,1024,1,50.0,48.78,49954.08,96.22,0.0,false,true,true,true
C,l40s,1,2520,,128,1,10.0,9.98,1276.98,66.04,0.0,false,true,true,true
C,l40s,1,2520,,128,1,20.0,19.89,2545.5,78.07,0.0,false,true,true,true
C,l40s,1,2520,,128,1,30.0,29.7,3801.15,75.46,0.0,false,true,true,true
C,l40s,1,2520,,128,1,5.0,4.99,639.22,68.4,0.0,false,true,true,true
C,l40s,1,2520,,128,1,50.0,49.05,6278.01,82.87,0.0,false,true,true,true
C,l40s,1,2520,,2048,1,10.0,6.67,13654.4,9653.38,0.0,true,false,false,false
C,l40s,1,2520,,2048,1,20.0,6.64,13602.86,9725.1,0.0,true,false,false,false
C,l40s,1,2520,,2048,1,30.0,6.64,13604.01,9740.63,0.0,true,false,false,false
C,l40s,1,2520,,2048,1,5.0,4.93,10105.87,992.81,0.0,false,false,false,true
C,l40s,1,2520,,2048,1,50.0,6.7,13728.02,9658.35,0.0,true,false,false,false
C,l40s,1,2520,,256,1,10.0,9.98,2553.88,66.03,0.0,false,true,true,true
C,l40s,1,2520,,256,1,20.0,19.89,5090.7,78.27,0.0,false,true,true,true
C,l40s,1,2520,,256,1,30.0,29.69,7600.7,74.51,0.0,false,true,true,true
C,l40s,1,2520,,256,1,5.0,4.99,1278.42,67.02,0.0,false,true,true,true
C,l40s,1,2520,,256,1,50.0,49.24,12604.3,84.03,0.0,false,true,true,true
C,l40s,1,2520,,512,1,10.0,9.98,5107.44,65.04,0.0,false,true,true,true
C,l40s,1,2520,,512,1,20.0,19.88,10178.67,72.71,0.0,false,true,true,true
C,l40s,1,2520,,512,1,30.0,29.68,15193.91,80.48,0.0,false,true,true,true
C,l40s,1,2520,,512,1,5.0,4.99,2556.53,74.36,0.0,false,true,true,true
C,l40s,1,2520,,512,1,50.0,49.05,25114.33,86.73,0.0,false,true,true,true
E,l40s+l4,1,2010,1410,1024,128,10.0,1.53,1770.61,42540.57,171.45,true,false,false,false
E,l40s+l4,1,2010,1410,1024,128,20.0,1.17,1353.92,53192.13,191.63,true,false,false,false
E,l40s+l4,1,2010,1410,1024,128,5.0,1.37,1577.93,15510.28,93.85,true,false,false,false
E,l40s+l4,1,2010,1410,128,1024,10.0,0.3,359.7,146919.06,145.69,true,false,false,false
E,l40s+l4,1,2010,1410,128,1024,20.0,0.3,356.77,147994.84,147.12,true,false,false,false
E,l40s+l4,1,2010,1410,128,1024,5.0,0.18,219.84,84542.38,85.93,true,false,false,false
E,l40s+l4,1,2010,1410,128,128,10.0,2.82,741.23,10871.04,82.74,true,false,false,false
E,l40s+l4,1,2010,1410,128,128,2.0,0.96,251.49,8077.6,70.08,true,false,false,false
E,l40s+l4,1,2010,1410,128,128,20.0,2.7,708.6,11331.44,82.86,true,false,false,false
E,l40s+l4,1,2010,1410,128,128,30.0,2.69,704.09,11999.85,89.32,true,false,false,false
E,l40s+l4,1,2010,1410,128,128,5.0,1.71,451.57,9434.19,72.83,true,false,false,false
E,l40s+l4,1,2010,1410,128,128,50.0,2.63,690.72,14159.13,86.45,true,false,false,false
E,l40s+l4,1,2010,1410,128,512,10.0,0.62,406.15,49120.22,98.07,true,false,false,false
E,l40s+l4,1,2010,1410,128,512,20.0,0.61,398.09,51825.38,101.64,true,false,false,false
E,l40s+l4,1,2010,1410,128,512,30.0,0.61,403.27,52157.27,98.37,true,false,false,false
E,l40s+l4,1,2010,1410,128,512,5.0,0.4,262.19,38776.69,78.24,true,false,false,false
E,l40s+l4,1,2010,1410,512,128,10.0,1.87,1201.39,36672.67,100.48,true,false,false,false
E,l40s+l4,1,2010,1410,512,128,20.0,1.78,1147.44,40696.5,91.22,true,false,false,false
E,l40s+l4,1,2010,1410,512,128,30.0,1.57,1009.91,31030.19,117.25,true,false,false,false
E,l40s+l4,1,2010,1410,512,128,5.0,1.57,1011.16,11582.1,82.45,true,false,false,false
E,l40s+l4,1,2010,1410,64,2048,10.0,0.12,253.3,442394.39,219.8,true,false,false,false
E,l40s+l4,1,2010,1410,64,2048,5.0,0.09,202.51,249520.37,119.84,true,false,false,false
E,l40s+l4,1,2010,2040,1024,128,10.0,1.43,1653.68,45263.81,153.4,true,false,false,false
E,l40s+l4,1,2010,2040,1024,128,20.0,1.3,1498.55,47966.74,194.17,true,false,false,false
E,l40s+l4,1,2010,2040,1024,128,5.0,1.41,1632.67,12454.36,91.53,true,false,false,false
E,l40s+l4,1,2010,2040,128,1024,10.0,0.3,360.78,146976.98,138.38,true,false,false,false
E,l40s+l4,1,2010,2040,128,1024,20.0,0.3,359.61,151263.41,143.5,true,false,false,false
E,l40s+l4,1,2010,2040,128,1024,5.0,0.19,224.25,84801.62,85.09,true,false,false,false
E,l40s+l4,1,2010,2040,128,128,10.0,2.77,726.74,11857.65,78.51,true,false,false,false
E,l40s+l4,1,2010,2040,128,128,2.0,0.96,253.11,8141.26,67.7,true,false,false,false
E,l40s+l4,1,2010,2040,128,128,20.0,2.72,715.14,13752.73,83.66,true,false,false,false
E,l40s+l4,1,2010,2040,128,128,30.0,2.78,733.81,14292.12,84.35,true,false,false,false
E,l40s+l4,1,2010,2040,128,128,5.0,1.72,449.12,9396.7,75.56,true,false,false,false
E,l40s+l4,1,2010,2040,128,128,50.0,2.41,631.77,21450.91,87.7,true,false,false,false
E,l40s+l4,1,2010,2040,128,512,10.0,0.63,411.97,49614.15,96.55,true,false,false,false
E,l40s+l4,1,2010,2040,128,512,20.0,0.6,394.92,51827.62,97.45,true,false,false,false
E,l40s+l4,1,2010,2040,128,512,30.0,0.61,404.0,52065.91,97.28,true,false,false,false
E,l40s+l4,1,2010,2040,128,512,5.0,0.4,263.57,38726.74,85.69,true,false,false,false
E,l40s+l4,1,2010,2040,512,128,10.0,2.3,1481.97,21925.52,94.05,true,false,false,false
E,l40s+l4,1,2010,2040,512,128,20.0,1.61,1035.69,40436.65,95.37,true,false,false,false
E,l40s+l4,1,2010,2040,512,128,30.0,1.57,1010.76,32793.3,126.42,true,false,false,false
E,l40s+l4,1,2010,2040,512,128,5.0,1.57,1010.22,10917.11,79.17,true,false,false,false
E,l40s+l4,1,2010,2040,64,2048,10.0,0.12,254.04,443244.75,214.78,true,false,false,false
E,l40s+l4,1,2010,2040,64,2048,5.0,0.09,202.61,249597.17,119.7,true,false,false,false
E,l40s+l4,1,2520,1410,1024,128,10.0,1.35,1562.58,38183.73,164.19,true,false,false,false
E,l40s+l4,1,2520,1410,1024,128,20.0,1.27,1470.87,46687.31,195.05,true,false,false,false
E,l40s+l4,1,2520,1410,1024,128,5.0,1.38,1590.31,15560.59,88.26,true,false,false,false
E,l40s+l4,1,2520,1410,128,1024,10.0,0.3,357.45,146753.32,142.12,true,false,false,false
E,l40s+l4,1,2520,1410,128,1024,20.0,0.3,356.77,148884.38,142.34,true,false,false,false
E,l40s+l4,1,2520,1410,128,1024,5.0,0.19,223.53,84678.46,84.86,true,false,false,false
E,l40s+l4,1,2520,1410,128,128,10.0,2.81,737.82,11734.66,80.64,true,false,false,false
E,l40s+l4,1,2520,1410,128,128,2.0,0.96,251.68,8177.6,66.06,true,false,false,false
E,l40s+l4,1,2520,1410,128,128,20.0,2.72,713.36,12625.74,83.44,true,false,false,false
E,l40s+l4,1,2520,1410,128,128,30.0,2.32,609.34,15043.49,86.96,true,false,false,false
E,l40s+l4,1,2520,1410,128,128,5.0,1.71,447.71,9578.66,76.28,true,false,false,false
E,l40s+l4,1,2520,1410,128,128,50.0,2.63,692.44,14204.61,88.1,true,false,false,false
E,l40s+l4,1,2520,1410,128,512,10.0,0.62,407.74,49367.62,96.74,true,false,false,false
E,l40s+l4,1,2520,1410,128,512,20.0,0.62,410.47,51784.2,99.01,true,false,false,false
E,l40s+l4,1,2520,1410,128,512,30.0,0.64,419.45,53326.82,102.59,true,false,false,false
E,l40s+l4,1,2520,1410,128,512,5.0,0.4,264.17,38969.31,80.65,true,false,false,false
E,l40s+l4,1,2520,1410,512,128,10.0,1.5,966.45,40138.22,138.27,true,false,false,false
E,l40s+l4,1,2520,1410,512,128,20.0,1.61,1033.63,40486.2,100.46,true,false,false,false
E,l40s+l4,1,2520,1410,512,128,30.0,1.64,1058.4,32956.96,127.67,true,false,false,false
E,l40s+l4,1,2520,1410,512,128,5.0,1.55,997.11,12191.47,82.2,true,false,false,false
E,l40s+l4,1,2520,1410,64,2048,10.0,0.12,249.54,442920.66,219.37,true,false,false,false
E,l40s+l4,1,2520,1410,64,2048,5.0,0.09,201.4,249610.8,120.22,true,false,false,false
E,l40s+l4,1,2520,1620,1024,128,10.0,1.27,1462.23,41950.39,156.72,true,false,false,false
E,l40s+l4,1,2520,1620,1024,128,20.0,1.29,1484.79,52834.27,194.02,true,false,false,false
E,l40s+l4,1,2520,1620,1024,128,5.0,1.41,1629.31,13044.26,87.45,true,false,false,false
E,l40s+l4,1,2520,1620,128,1024,10.0,0.3,361.14,147034.53,141.67,true,false,false,false
E,l40s+l4,1,2520,1620,128,1024,20.0,0.3,357.36,149985.67,143.16,true,false,false,false
E,l40s+l4,1,2520,1620,128,1024,5.0,0.19,222.92,84509.59,87.18,true,false,false,false
E,l40s+l4,1,2520,1620,128,128,10.0,2.82,740.65,11485.77,79.11,true,false,false,false
E,l40s+l4,1,2520,1620,128,128,2.0,0.96,253.33,8033.05,66.19,true,false,false,false
E,l40s+l4,1,2520,1620,128,128,20.0,2.69,703.8,10801.85,85.71,true,false,false,false
E,l40s+l4,1,2520,1620,128,128,30.0,2.65,696.19,11283.68,83.14,true,false,false,false
E,l40s+l4,1,2520,1620,128,128,5.0,1.72,449.79,9384.53,74.53,true,false,false,false
E,l40s+l4,1,2520,1620,128,128,50.0,2.76,722.6,12349.48,84.83,true,false,false,false
E,l40s+l4,1,2520,1620,128,512,10.0,0.62,407.47,49170.87,94.74,true,false,false,false
E,l40s+l4,1,2520,1620,128,512,20.0,0.61,402.67,51245.78,98.61,true,false,false,false
E,l40s+l4,1,2520,1620,128,512,30.0,0.61,405.17,51989.6,99.91,true,false,false,false
E,l40s+l4,1,2520,1620,128,512,5.0,0.4,263.47,38713.8,80.65,true,false,false,false
E,l40s+l4,1,2520,1620,512,128,10.0,2.49,1603.14,14978.55,97.87,true,false,false,false
E,l40s+l4,1,2520,1620,512,128,20.0,1.71,1096.93,36719.55,93.63,true,false,false,false
E,l40s+l4,1,2520,1620,512,128,30.0,1.55,999.9,31887.19,130.46,true,false,false,false
E,l40s+l4,1,2520,1620,512,128,5.0,1.57,1011.66,10806.21,82.46,true,false,false,false
E,l40s+l4,1,2520,1620,64,2048,10.0,0.12,251.32,442472.22,214.87,true,false,false,false
E,l40s+l4,1,2520,1620,64,2048,5.0,0.09,201.91,249535.64,118.17,true,false,false,false
E,l40s+l4,1,2520,2040,1024,128,10.0,1.31,1510.34,46223.55,151.19,true,false,false,false
E,l40s+l4,1,2520,2040,1024,128,20.0,1.25,1438.78,48201.27,197.31,true,false,false,false
E,l40s+l4,1,2520,2040,1024,128,5.0,1.41,1625.39,13020.63,88.31,true,false,false,false
E,l40s+l4,1,2520,2040,128,1024,10.0,0.3,362.37,146967.05,139.45,true,false,false,false
E,l40s+l4,1,2520,2040,128,1024,20.0,0.3,356.64,150791.14,146.48,true,false,false,false
E,l40s+l4,1,2520,2040,128,1024,5.0,0.19,223.41,84689.22,84.24,true,false,false,false
E,l40s+l4,1,2520,2040,128,128,10.0,2.83,743.22,10827.91,81.98,true,false,false,false
E,l40s+l4,1,2520,2040,128,128,2.0,0.96,251.71,8035.18,66.68,true,false,false,false
E,l40s+l4,1,2520,2040,128,128,20.0,2.68,705.49,11792.58,81.42,true,false,false,false
E,l40s+l4,1,2520,2040,128,128,30.0,2.66,697.89,15138.13,92.29,true,false,false,false
E,l40s+l4,1,2520,2040,128,128,5.0,1.71,448.87,9593.36,73.57,true,false,false,false
E,l40s+l4,1,2520,2040,128,128,50.0,2.6,683.74,15427.53,87.68,true,false,false,false
E,l40s+l4,1,2520,2040,128,512,10.0,0.62,407.99,49260.27,98.32,true,false,false,false
E,l40s+l4,1,2520,2040,128,512,20.0,0.61,404.93,52220.92,99.38,true,false,false,false
E,l40s+l4,1,2520,2040,128,512,30.0,0.62,410.26,52461.74,97.94,true,false,false,false
E,l40s+l4,1,2520,2040,128,512,5.0,0.4,263.17,38811.9,79.57,true,false,false,false
E,l40s+l4,1,2520,2040,512,128,10.0,1.88,1211.23,39959.69,92.59,true,false,false,false
E,l40s+l4,1,2520,2040,512,128,20.0,1.72,1110.06,40274.65,93.57,true,false,false,false
E,l40s+l4,1,2520,2040,512,128,30.0,1.6,1028.22,32881.97,134.77,true,false,false,false
E,l40s+l4,1,2520,2040,512,128,5.0,1.57,1013.89,10646.5,80.95,true,false,false,false
E,l40s+l4,1,2520,2040,64,2048,10.0,0.12,251.63,442865.78,214.08,true,false,false,false
E,l40s+l4,1,2520,2040,64,2048,5.0,0.09,201.17,249689.65,119.09,true,false,false,false
